"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","points","passAtt","passYds","passTds","passInt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50"
"CHRISJOHNSON","RB","yahoo","Chris Johnson","ARZ",50,242,"91.00",139,0,0,0,579,2.8,11.3,15.4,91.5,0.5,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENJAMINWATSON","TE","yahoo","Benjamin Watson","NO",25,243,"90.55",0,0,0,0,0,0,42.1,64.1,467,3.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWHAWKINS","WR","yahoo","Andrew Hawkins","CLE",75,244,"90.54",4.1,0,0,0,27.2,0.1,51.3,83.7,523,1.6,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEDGINN","WR","yahoo","Ted Ginn Jr.","CAR",76,245,"90.31",4.2,0,0,0,27.9,0.1,33.3,62.5,506,2.7,0.7,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACOBTAMME","TE","yahoo","Jacob Tamme","ATL",26,246,"90.20",0,0,0,0,0,0,45.7,65.5,489,3.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHICAGOBEARS","DST","yahoo","Chicago Bears","CHI",29,247,"89.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6,0.1,12.6,7.9,0.1,3.2,NA,NA,NA,NA,NA
"BRIANHARTLINE","WR","yahoo","Brian Hartline","CLE",77,248,"89.67",0,0,0,0,0,0,42.1,78.2,563,2.1,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANMATHEWS","RB","yahoo","Ryan Mathews","PHI",51,249,"89.53",105,0,0,0,462,3.7,14.8,19,118,0.5,0.1,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OWENDANIELS","TE","yahoo","Owen Daniels","DEN",27,250,"88.90",0,0,0,0,0,0,41.7,61.7,452,3.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREROBERTS","WR","yahoo","Andre Roberts","WAS",78,251,"88.52",2.6,0,0,0,16.9,0.1,42.3,68.4,520,2.3,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARVINJONES","WR","yahoo","Marvin Jones","CIN",79,252,"87.90",2.1,0,0,0,14.2,0,39,65.6,496,2.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREGJENNINGS","WR","yahoo","Greg Jennings","MIA",80,253,"87.19",0,0,0,0,0,0,37.8,55.6,513,2.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARIUSWRIGHT","WR","yahoo","Jarius Wright","MIN",81,254,"87.14",3.6,0,0,0,23.7,0.1,37.7,64.5,509,2.5,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROYHELU","RB","yahoo","Roy Helu Jr.","OAK",52,255,"87.11",54.2,0,0,0,225,1.3,40.9,51.8,320,1.1,0,0.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REGGIEBUSH","RB","yahoo","Reggie Bush","SF",53,256,"85.08",62,0,0,0,265,1,34,46.2,290,1.1,0.2,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LORENZOTALIAFERRO","RB","yahoo","Lorenzo Taliaferro","BAL",54,257,"84.66",104,0,0,0,421,3.5,15.4,19.5,122,0.6,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SANDIEGOCHARGERS","DST","yahoo","San Diego Chargers","SD",30,258,"84.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,0.1,11.1,8.3,0.1,1.8,NA,NA,NA,NA,NA
"MARQUESSWILSON","WR","yahoo","Marquess Wilson","CHI",82,259,"83.99",0,0,0,0,0,0,37.1,61.1,499,2.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LADARIUSGREEN","TE","yahoo","Ladarius Green","SD",28,260,"83.92",0,0,0,0,0,0,35.3,50.8,445,3.7,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COBYFLEENER","TE","yahoo","Coby Fleener","IND",29,261,"82.47",0,0,0,0,0,0,32.8,51.1,390,4.2,0,1.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DORIALGREENBECKHAM","WR","yahoo","Dorial Green-Beckham","TEN",83,262,"78.19",0,0,0,0,0,0,30.1,52.7,425,3.5,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WASHINGTONREDSKINS","DST","yahoo","Washington Redskins","WAS",31,263,"77.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,0.1,10.2,10.3,0.5,3,NA,NA,NA,NA,NA
"DEANGELOWILLIAMS","RB","yahoo","DeAngelo Williams","PIT",55,264,"77.52",111,0,0,0,541,1.3,11.2,14,87.7,0.4,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENNYCUNNINGHAM","RB","yahoo","Benny Cunningham","STL",56,265,"76.87",41.9,0,0,0,153,0.6,36.9,47.3,344,1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TREMASON","RB","yahoo","Tre Mason","STL",57,266,"76.64",105,0,0,0,458,2.1,14.3,18.2,107,0.3,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNILEDAVIS","RB","yahoo","Knile Davis","KC",58,267,"76.47",86.5,0,0,0,331,3.6,15.4,19.7,117,0.6,0.2,0.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAMARAIKEN","WR","yahoo","Kamar Aiken","BAL",84,268,"75.94",0,0,0,0,0,0,34.1,54.5,425,2.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRAVISBENJAMIN","WR","yahoo","Travis Benjamin","CLE",85,269,"75.36",4.1,0,0,0,27.2,0.1,22.5,39.1,384,2.2,1.6,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENARDROBINSON","RB","yahoo","Denard Robinson","JAC",59,270,"74.51",81.6,0,0,0,331,1.5,25.4,30.7,185,0.5,0,0.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROCKETTGILLMORE","TE","yahoo","Crockett Gillmore","BAL",30,271,"74.24",0,0,0,0,0,0,34.2,50.1,388,3.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERICKMCKINNON","RB","yahoo","Jerick McKinnon","MIN",60,272,"73.04",67.7,0,0,0,322,1.4,24.1,30.1,176,0.5,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEBOWE","WR","yahoo","Dwayne Bowe","CLE",86,273,"72.60",0,0,0,0,0,0,35.9,64.5,453,1.7,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KHIRYROBINSON","RB","yahoo","Khiry Robinson","NO",61,274,"72.37",82.4,0,0,0,340,2.7,14.8,17.8,131,0.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEANTHONYTHOMAS","RB","yahoo","De'Anthony Thomas","KC",62,275,"71.92",15,0,0,0,101,0.4,29.6,46,217,1.9,2,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEANTHONYTHOMAS","WR","yahoo","De'Anthony Thomas","KC",87,276,"71.92",15,0,0,0,101,0.4,29.6,46,217,1.9,2,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIVEWALFORD","TE","yahoo","Clive Walford","OAK",31,277,"71.49",0,0,0,0,0,0,36.8,57.2,404,2.2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAXXWILLIAMS","TE","yahoo","Maxx Williams","BAL",32,278,"69.45",0,0,0,0,0,0,32,48.1,368,2.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARQISELEE","WR","yahoo","Marqise Lee","JAC",88,279,"68.21",3.5,0,0,0,23,0,32.6,53.2,381,1.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYSTILLS","WR","yahoo","Kenny Stills","MIA",89,280,"67.87",3.8,0,0,0,24.8,0.1,28.1,44.2,404,1.8,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTWOODS","WR","yahoo","Robert Woods","BUF",90,281,"67.78",0,0,0,0,0,0,30.3,53.4,395,2.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTJONES","RB","yahoo","Matt Jones","WAS",63,282,"64.82",78,0,0,0,295,2.3,15.6,20,122,0.5,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALFREDBLUE","RB","yahoo","Alfred Blue","HOU",64,283,"63.85",102,0,0,0,401,1.8,9.5,12.8,73.6,0.2,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFCUMBERLAND","TE","yahoo","Jeff Cumberland","NYJ",33,284,"63.74",0,0,0,0,0,0,27.9,42.5,336,2.7,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWILLIAMS","RB","yahoo","Andre Williams","NYG",65,285,"63.17",104,0,0,0,407,2.8,4.2,5.4,32.8,0.2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RILEYCOOPER","WR","yahoo","Riley Cooper","PHI",91,286,"62.98",0,0,0,0,0,0,27.3,43.8,340,2.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARYBARNIDGE","TE","yahoo","Gary Barnidge","CLE",34,287,"62.45",0,0,0,0,0,0,30.3,48.2,381,1.6,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARLOSWILLIAMS","RB","yahoo","Karlos Williams","BUF",66,288,"62.35",72.3,0,0,0,315,3.1,9,11.9,69.7,0.3,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISOWUSU","WR","yahoo","Chris Owusu","NYJ",92,289,"62.30",0,0,0,0,0,0,28.9,45.2,366,1.4,0.5,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYBROWN","WR","yahoo","Corey Brown","CAR",93,290,"62.22",4.2,0,0,0,27.9,0.1,25.8,43.2,348,1.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOHAMEDSANU","WR","yahoo","Mohamed Sanu","CIN",94,291,"61.63",8.6,0,0,0,56.7,0.2,26,43.2,300,2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESSTARKS","RB","yahoo","James Starks","GB",67,292,"61.16",61.2,0,0,0,262,1.2,17.8,23.3,141,0.9,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEKENDRICKS","TE","yahoo","Lance Kendricks","STL",35,293,"60.24",0,0,0,0,0,0,25.8,37.1,300,2.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RASHADGREENE","WR","yahoo","Rashad Greene","JAC",95,294,"59.46",0,0,0,0,0,0,28.9,48.4,281,2,0.9,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAVINESCOBAR","TE","yahoo","Gavin Escobar","DAL",36,295,"59.12",0,0,0,0,0,0,20.4,29.1,230,4.3,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACQUIZZRODGERS","RB","yahoo","Jacquizz Rodgers","CHI",68,296,"58.49",78.5,0,0,0,309,1.7,11.8,15.9,98.8,0.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOUISMURPHY","WR","yahoo","Louis Murphy","TB",96,297,"57.55",0,0,0,0,0,0,23.6,46.1,345,2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEMOORE","WR","yahoo","Lance Moore","DET",97,298,"57.20",0,0,0,0,0,0,25.3,41.4,335,1.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OAKLANDRAIDERS","DST","yahoo","Oakland Raiders","OAK",32,299,"56.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,0.1,8,4.4,1.5,2.1,NA,NA,NA,NA,NA
"ALBERTWILSON","WR","yahoo","Albert Wilson","KC",98,300,"55.88",0,0,0,0,0,0,29.1,43.8,320,1.6,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEORIDDICK","RB","yahoo","Theo Riddick","DET",69,301,"55.77",11.2,0,0,0,44.2,0.3,26.2,33.3,245,2,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRENMCFADDEN","RB","yahoo","Darren McFadden","DAL",70,302,"54.63",71.7,0,0,0,270,2.3,8.6,10.3,80.4,0.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCELREECE","RB","yahoo","Marcel Reece","OAK",71,303,"53.20",10.2,0,0,0,32.5,0.3,21.4,30.2,207,2.8,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLIESNEAD","WR","yahoo","Willie Snead","NO",99,304,"52.68",0,0,0,0,0,0,19.3,30.3,338,1.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISCONLEY","WR","yahoo","Chris Conley","KC",100,305,"52.12",0,0,0,0,0,0,24.2,38.7,296,1.8,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILLIPDORSETT","WR","yahoo","Phillip Dorsett","IND",101,306,"51.46",3.6,0,0,0,24.1,0.1,19.1,32.6,279,1.7,0.5,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FREDJACKSON","RB","yahoo","Fred Jackson","SEA",72,307,"51.40",57.4,0,0,0,249,1.8,10.3,12.7,89.9,0.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTHOMPSON","RB","yahoo","Chris Thompson","WAS",73,308,"51.27",26.8,0,0,0,106,0.5,24,31,199,0.6,0.4,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTCHANDLER","TE","yahoo","Scott Chandler","NE",37,309,"50.84",0,0,0,0,0,0,20.5,30.1,228,3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINHUNTER","WR","yahoo","Justin Hunter","TEN",102,310,"50.64",0,0,0,0,0,0,19.8,34.6,293,1.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SETHROBERTS","WR","yahoo","Seth Roberts","OAK",103,311,"49.22",0,0,0,0,0,0,28.9,47.1,289,1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANIELFELLS","TE","yahoo","Daniel Fells","NYG",38,312,"48.20",0,0,0,0,0,0,23.1,34.6,258,1.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RISHARDMATTHEWS","WR","yahoo","Rishard Matthews","MIA",104,313,"47.71",0,0,0,0,0,0,21,32.4,241,2.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMIENWILLIAMS","RB","yahoo","Damien Williams","MIA",74,314,"46.54",56.7,0,0,0,213,1.6,11,13.7,83.5,0.4,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKETOLBERT","RB","yahoo","Mike Tolbert","CAR",75,315,"45.50",26.4,0,0,0,108,1.2,18.4,24.4,133,0.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEDMANBAILEY","WR","yahoo","Stedman Bailey","STL",105,316,"44.83",0,0,0,0,0,0,20.7,32.3,286,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYCHALRIVERA","TE","yahoo","Mychal Rivera","OAK",39,317,"44.02",0,0,0,0,0,0,22.6,34.9,253,1.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANGRANT","WR","yahoo","Ryan Grant","WAS",106,318,"43.63",0,0,0,0,0,0,19.8,33.4,267,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRANCEWEST","RB","yahoo","Terrance West","TEN",76,319,"42.73",76.4,0,0,0,306,2.1,1.8,2.2,14.1,0.1,0,0.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIONSIMS","TE","yahoo","Dion Sims","MIA",40,320,"40.94",0,0,0,0,0,0,19.2,30,212,1.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOZZYWHITTAKER","RB","yahoo","Fozzy Whittaker","CAR",77,321,"40.83",44.3,0,0,0,159,0.9,12.7,15.4,90.1,0.4,0.4,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNNYMANZIEL","QB","yahoo","Johnny Manziel","CLE",35,322,"39.88",17.9,554,2.9,3.1,112,0.6,0,0,0,0,0,0.1,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRENTCELEK","TE","yahoo","Brent Celek","PHI",41,323,"38.69",0,0,0,0,0,0,17.7,25.9,191,1.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKCARRIER","TE","yahoo","Derek Carrier","WAS",42,324,"38.62",0,0,0,0,0,0,20,28.4,214,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLEJUSZCZYK","RB","yahoo","Kyle Juszczyk","BAL",78,325,"38.15",0,0,0,0,0,0,25,31.1,195,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTASIATA","RB","yahoo","Matt Asiata","MIN",79,326,"37.95",19,0,0,0,76.4,0.9,16.8,20.7,139,0.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDDICKSON","TE","yahoo","Ed Dickson","CAR",43,327,"37.64",0,0,0,0,0,0,18.2,29.8,216,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARLONBROWN","WR","yahoo","Marlon Brown","BAL",107,328,"37.58",0,0,0,0,0,0,16.9,25.4,213,1.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWQUARLESS","TE","yahoo","Andrew Quarless","GB",44,329,"37.41",0,0,0,0,0,0,16.2,23.9,178,1.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","yahoo","Darrius Heyward-Bey","PIT",108,330,"35.91",0,0,0,0,0,0,14.6,25.9,217,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHUFF","WR","yahoo","Josh Huff","PHI",109,331,"35.86",0,0,0,0,0,0,16.7,27.9,167,1.1,0.7,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCEDESLEWIS","TE","yahoo","Marcedes Lewis","JAC",45,332,"35.75",0,0,0,0,0,0,17.4,27.9,197,1.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERMAINEGRESHAM","TE","yahoo","Jermaine Gresham","ARZ",46,333,"35.26",0,0,0,0,0,0,18.3,24.3,185,1.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONATHANGRIMES","RB","yahoo","Jonathan Grimes","HOU",80,334,"35.01",45.1,0,0,0,178,0.7,10,13.5,74.6,0.2,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORDARRELLEPATTERSON","WR","yahoo","Cordarrelle Patterson","MIN",110,335,"34.95",7.2,0,0,0,47.4,0.2,12.2,19.6,135,0.8,0.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANGRIFFIN","TE","yahoo","Ryan Griffin","HOU",47,336,"34.44",0,0,0,0,0,0,17.4,29.4,203,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLERVARGA","RB","yahoo","Tyler Varga","IND",81,337,"34.10",26.5,0,0,0,99.8,0.9,9.8,11.8,90,0.4,0.5,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUINTONPATTON","WR","yahoo","Quinton Patton","SF",111,338,"33.68",2,0,0,0,13.2,0,14.8,24.5,200,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAVORIUSALLEN","RB","yahoo","Javorius Allen","BAL",82,339,"33.65",40.9,0,0,0,159,0.9,8.7,10.7,65.7,0.3,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEHARRIS","WR","yahoo","Dwayne Harris","NYG",112,340,"33.55",4.9,0,0,0,36.8,0.1,9.1,14.5,122,0.8,1.4,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHILL","TE","yahoo","Josh Hill","NO",48,341,"33.55",0,0,0,0,0,0,14.5,21.5,156,1.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEVINETOILOLO","TE","yahoo","Levine Toilolo","ATL",49,342,"33.22",0,0,0,0,0,0,15.2,21.8,156,1.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARRETTGRAHAM","TE","yahoo","Garrett Graham","HOU",50,343,"32.96",0,0,0,0,0,0,16.5,26.2,181,1.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRESTONPARKER","WR","yahoo","Preston Parker","NYG",113,344,"32.94",0,0,0,0,0,0,15.6,27.6,185,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDENOLIVER","RB","yahoo","Branden Oliver","SD",83,345,"32.16",32.1,0,0,0,127,0.8,9,11,82.8,0.3,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONBOLDEN","RB","yahoo","Brandon Bolden","NE",84,346,"31.69",34.3,0,0,0,123,1.6,6.3,9,54,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJNELSON","WR","yahoo","J.J. Nelson","ARZ",114,347,"31.16",0,0,0,0,0,0,11.4,23,158,0.9,0.7,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMESIMPSON","WR","yahoo","Jerome Simpson","SF",115,348,"30.71",0,0,0,0,0,0,13.8,23.2,192,0.8,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOOBIEDIXON","RB","yahoo","Boobie Dixon","BUF",85,349,"29.46",34,0,0,0,117,2.3,3,4,23.2,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRICEBUTLER","WR","yahoo","Brice Butler","DAL",116,350,"29.11",0,0,0,0,0,0,10.5,17.1,163,1.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOBYGERHART","RB","yahoo","Toby Gerhart","JAC",86,351,"28.96",16.3,0,0,0,66.7,0.3,14.3,17.8,111,0.4,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AARONDOBSON","WR","yahoo","Aaron Dobson","NE",117,352,"28.93",0,0,0,0,0,0,12.3,18.3,163,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSEPHMORGAN","WR","yahoo","Joseph Morgan","NO",118,353,"28.91",0,0,0,0,0,0,10.5,16.2,177,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAYLORGABRIEL","WR","yahoo","Taylor Gabriel","CLE",119,354,"28.88",4.1,0,0,0,27.2,0.1,12.4,22.7,162,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMDRAY","TE","yahoo","Jim Dray","CLE",51,355,"28.65",0,0,0,0,0,0,15.1,24.8,165,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELCAMPANARO","WR","yahoo","Michael Campanaro","BAL",120,356,"28.39",4,0,0,0,26.3,0.1,10.2,16.6,131,0.7,0.5,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RODSTREATER","WR","yahoo","Rod Streater","OAK",121,357,"27.68",0,0,0,0,0,0,13.2,21.6,172,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEITHMUMPHERY","WR","yahoo","Keith Mumphery","HOU",122,358,"27.23",0,0,0,0,0,0,10.7,17.6,139,0.5,0.8,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINHESTER","WR","yahoo","Devin Hester","ATL",123,359,"26.96",6.3,0,0,0,41.5,0.2,5.9,9,78.5,0.5,1.4,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB","yahoo","Robert Griffin III","WAS",36,360,"26.74",5.5,501,2.2,1.9,16.5,0,0,0,0,0,0,0.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUWANTHOMPSON","RB","yahoo","Juwan Thompson","DEN",87,361,"26.21",27.9,0,0,0,122,1.2,4.6,5.8,36.6,0.2,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRUCEELLINGTON","WR","yahoo","Bruce Ellington","SF",124,362,"25.38",6,0,0,0,39.6,0.1,11.7,16.7,120,0.4,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOBBYRAINEY","RB","yahoo","Bobby Rainey","TB",88,363,"25.31",24.1,0,0,0,94,0.7,4.8,5.8,35.5,0.1,1,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIRGILGREEN","TE","yahoo","Virgil Green","DEN",52,364,"25.31",0,0,0,0,0,0,11.3,17.3,129,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJFIEDOROWICZ","TE","yahoo","C.J. Fiedorowicz","HOU",53,365,"24.33",0,0,0,0,0,0,12,17.2,139,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
