"name","pos","age","date","team","home.game","opponent","result","week","day","game","year","week.1","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"JUSTINFORSETT","RB","28-328","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,NA,NA,NA,70,1,5,14,0
"JUSTINHUNTER","WR","23-110","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,63,0
"KADEEMCAREY","RB","21-312","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,4,0,NA,NA,NA
"KAMARAIKEN","WR","25-100","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,30,0
"KEENANALLEN","WR","22-134","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,5,37,0
"KELVINBENJAMIN","WR","23-214","2014-09-07","CAR",TRUE,"TAM","W 20-14",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,92,1
"KENBRELLTHOMPKINS","WR","26-040","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,37,0
"KENDALLWRIGHT","WR","24-299","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,46,1
"KHIRYROBINSON","RB","24-253","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,NA,NA,NA,28,1,NA,NA,NA
"KNILEDAVIS","RB","22-337","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,NA,NA,NA,3,0,1,3,0
"KNOWSHONMORENO","RB","27-053","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,NA,NA,NA,134,1,NA,NA,NA
"KYLERUDOLPH","WR","24-302","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,16,1
"LADARIUSGREEN","WR","24-102","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,2,24,0
"LAMARMILLER","RB","23-135","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,NA,NA,NA,59,0,4,19,1
"LAMICHAELJAMES","RB","24-320","2014-09-07","SFO",TRUE,"DAL","W 28-17",1,"Sun",1,2014,1,NA,NA,NA,0,0,NA,NA,NA
"LANCEDUNBAR","WR","24-225","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,21,0
"LANCEKENDRICKS","WR","26-220","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,12,0
"LARRYDONNELL","WR","25-311","2014-09-08","NYG",TRUE,"DET","L 14-35",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,5,56,1
"LARRYFITZGERALD","WR","31-008","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,1,22,0
"LEGARRETTEBLOUNT","RB","27-276","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,NA,NA,NA,6,1,NA,NA,NA
"LEONWASHINGTON","RB","32-009","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,23,0,2,11,0
"LESEANMCCOY","RB","26-057","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,NA,NA,NA,74,0,6,41,0
"LEVEONBELL","RB","22-201","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,NA,NA,NA,109,1,6,88,0
"LEVINETOILOLO","WR","23-039","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,19,1
"LOGANPAULSEN","WR","27-193","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,0,0
"LUKESTOCKER","WR","26-052","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,8,0
"LUKEWILLSON","WR","24-232","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,1,1,0
"MALCOMFLOYD","WR","33-000","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,4,50,1
"MARCEDESLEWIS","WR","30-111","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,35,0
"MARCELREECE","RB","29-076","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,0,0,2,1,0
"MARKINGRAM","RB","24-260","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,NA,NA,NA,60,2,1,1,0
"MARKUSWHEATON","WR","23-212","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,97,0
"MARQISELEE","WR","22-286","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,6,62,0
"MARQUESCOLSTON","WR","31-094","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,110,0
"MARSHAWNLYNCH","RB","28-135","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,110,2,1,14,0
"MARTELLUSBENNETT","WR","27-181","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,8,70,1
"MATTASIATA","RB","27-045","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,NA,NA,NA,10,0,1,5,0
"MATTCASSEL","QB","32-113","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,170,2,0,-3,0,NA,NA,NA
"MATTFORTE","RB","28-271","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,82,0,8,87,0
"MATTHEWSTAFFORD","QB","26-213","2014-09-08","DET",FALSE,"NYG","W 35-14",1,"Mon",1,2014,1,346,2,0,2,1,NA,NA,NA
"MATTRYAN","QB","29-113","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,448,3,0,15,0,NA,NA,NA
"MAURICEJONESDREW","RB","29-168","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,11,0,2,12,0
"MICHAELCRABTREE","WR","26-358","2014-09-07","SFO",TRUE,"DAL","W 28-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,25,0
"MICHAELFLOYD","RB","24-285","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,2,0,5,119,0
"MICHAELVICK","QB","34-073","2014-09-07","NYJ",FALSE,"OAK","W 19-14",1,"Sun",1,2014,1,0,0,0,NA,NA,NA,NA,NA
"MICHEALSPURLOCK","WR","31-219","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,8,0
"MIKEBROWN","WR","25-210","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,36,0
"MIKEEVANS","WR","21-017","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,37,0
"MIKETOLBERT","RB","28-288","2014-09-07","CAR",TRUE,"TAM","W 20-14",1,"Sun",1,2014,1,NA,NA,NA,11,0,2,6,0
"MIKEWALLACE","WR","28-037","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,7,81,1
"MIKEWILLIAMS","WR","27-112","2014-09-07","BUF",TRUE,"CHI","W 23-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,36,0
"MILESAUSTIN","WR","30-069","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,20,0
"MOHAMEDSANU","RB","25-016","2014-09-07","CIN",TRUE,"BAL","W 23-16",1,"Sun",1,2014,1,NA,NA,NA,4,0,4,36,0
"MONTEEBALL","RB","23-276","2014-09-07","DEN",FALSE,"IND","W 31-24",1,"Sun",1,2014,1,NA,NA,NA,67,1,2,16,0
"MYCHALRIVERA","WR","23-364","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,31,0
"NATEWASHINGTON","WR","31-010","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,59,0
"NICKFOLES","QB","25-230","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,322,2,1,NA,NA,NA,NA,NA
"NILESPAUL","WR","25-029","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,86,0
"OWENDANIELS","WR","31-302","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,34,0
"PERCYHARVIN","RB","26-099","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,41,0,7,59,0
"PEYTONMANNING","QB","38-167","2014-09-07","DEN",FALSE,"IND","W 31-24",1,"Sun",1,2014,1,269,3,0,-3,0,NA,NA,NA
"PHILIPRIVERS","QB","32-274","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,238,1,1,10,0,NA,NA,NA
"PIERREGARCON","WR","28-030","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,10,77,0
"PIERRETHOMAS","RB","29-263","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,NA,NA,NA,31,0,6,58,0
"RANDALLCOBB","WR","24-013","2014-09-04","GNB",TRUE,"SEA","L 16-36",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,6,58,1
"RASHADJENNINGS","RB","29-166","2014-09-08","NYG",TRUE,"DET","L 14-35",1,"Mon",1,2014,1,NA,NA,NA,46,1,4,50,0
"RAYAGNEW","RB","23-193","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,2,0,NA,NA,NA
"REGGIEBUSH","RB","29-190","2014-09-08","DET",FALSE,"NYG","W 35-14",1,"Mon",1,2014,1,NA,NA,NA,15,0,6,49,0
"REGGIEWAYNE","WR","35-294","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,9,98,0
"RHETTELLISON","WR","25-339","2014-09-07","MIN",TRUE,"STL","W 34-6",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,22,0
"RICARDOLOCKETTE","WR","28-106","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,2,38,1
"RILEYCOOPER","WR","26-363","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,29,0
"ROBERTGOLDEN","QB","23-359","2014-09-07","PIT",FALSE,"CLE","W 30-27",1,"Sun",1,2014,1,25,0,0,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB","24-207","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,267,0,0,2,0,NA,NA,NA
"ROBERTHUGHES","WR","25-079","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,1,7,0
"ROBERTTURBIN","RB","24-276","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,27,0,NA,NA,NA
"ROBERTWOODS","WR","22-150","2014-09-07","BUF",TRUE,"CHI","W 23-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,78,0
"ROBGRONKOWSKI","WR","25-116","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,40,1
"ROBHOUSLER","WR","26-175","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,1,16,0
"RODDYWHITE","WR","32-309","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,72,1
"RODSTREATER","WR","26-210","2014-09-07","OAK",TRUE,"NYJ","L 14-19",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,46,1
"ROYHELU","RB","25-274","2014-09-07","WAS",TRUE,"HOU","L 6-17",1,"Sun",1,2014,1,NA,NA,NA,46,0,2,15,0
"RUEBENRANDLE","WR","23-124","2014-09-08","NYG",TRUE,"DET","L 14-35",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,2,1,0
"RUSSELLWILSON","QB","25-279","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,191,2,0,29,0,NA,NA,NA
"RYANFITZPATRICK","QB","31-287","2014-09-07","HOU",FALSE,"WAS","W 17-6",1,"Sun",1,2014,1,206,1,0,10,0,NA,NA,NA
"RYANGRIFFIN","WR","24-239","2014-09-07","HOU",FALSE,"WAS","W 17-6",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,6,0
"RYANMATHEWS","RB","26-333","2014-09-08","SDG",TRUE,"ARI","L 17-18",1,"Mon",1,2014,1,NA,NA,NA,40,1,2,20,0
"RYANTANNEHILL","QB","26-042","2014-09-07","MIA",FALSE,"NWE","W 33-20",1,"Sun",1,2014,1,178,2,1,-2,0,NA,NA,NA
"SAMMYWATKINS","WR","21-085","2014-09-07","BUF",TRUE,"CHI","W 23-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,31,0
"SANTONIOHOLMES","WR","30-188","2014-09-07","CHI",FALSE,"BUF","L 20-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,21,0
"SHANEVEREEN","RB","25-189","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,NA,NA,NA,36,1,5,35,0
"SHAUNHILL","QB","34-241","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,81,0,1,-1,0,NA,NA,NA
"SHONNGREENE","RB","29-017","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,71,0,NA,NA,NA
"STEPFANTAYLOR","RB","23-091","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,5,0,3,21,1
"STEVANRIDLEY","RB","25-223","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,NA,NA,NA,21,0,2,7,0
"STEVEJOHNSON","WR","27-283","2014-09-07","SFO",TRUE,"DAL","W 28-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,33,0
"STEVENJACKSON","RB","31-047","2014-09-07","ATL",FALSE,"NOR","W 37-34",1,"Sun",1,2014,1,NA,NA,NA,52,0,1,0,0
"STEVESMITH","WR","35-118","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,7,118,1
"TAVONAUSTIN","RB","23-176","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,NA,NA,NA,5,0,3,34,0
"TAYLORGABRIEL","RB","23-202","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,8,0,1,5,0
"TAYLORTHOMPSON","WR","24-323","2014-09-07","TEN",TRUE,"KAN","W 26-10",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,2,24,0
"TEDGINN","WR","29-149","2014-09-08","ARI",FALSE,"SDG","W 18-17",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,2,29,0
"TERRANCEWEST","RB","23-222","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,100,0,NA,NA,NA
"TERRANCEWILLIAMS","WR","24-354","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,50,1
"THEORIDDICK","RB","23-127","2014-09-08","DET",FALSE,"NYG","W 35-14",1,"Mon",1,2014,1,NA,NA,NA,4,0,NA,NA,NA
"TIMWRIGHT","WR","24-153","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,15,0
"TOBYGERHART","RB","27-163","2014-09-07","JAX",TRUE,"PHI","L 17-34",1,"Sun",1,2014,1,NA,NA,NA,42,0,2,15,0
"TOMBRADY","QB","37-035","2014-09-07","NWE",TRUE,"MIA","L 20-33",1,"Sun",1,2014,1,249,1,0,3,0,NA,NA,NA
"TONYROMO","QB","34-139","2014-09-07","DAL",FALSE,"SFO","L 17-28",1,"Sun",1,2014,1,281,1,3,NA,NA,NA,NA,NA
"TORREYSMITH","WR","25-224","2014-09-07","BAL",FALSE,"CIN","L 16-23",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,50,0
"TRAVARISCADET","WR","25-218","2014-09-07","NOR",TRUE,"ATL","L 34-37",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,5,0
"TRAVISBENJAMIN","RB","24-252","2014-09-07","CLE",TRUE,"PIT","L 27-30",1,"Sun",1,2014,1,NA,NA,NA,10,0,2,20,1
"TRAVISKELCE","WR","24-337","2014-09-07","KAN",FALSE,"TEN","L 10-26",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,49,0
"TRENTRICHARDSON","RB","23-059","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,NA,NA,NA,20,0,3,31,0
"TYHILTON","WR","24-297","2014-09-07","IND",TRUE,"DEN","L 24-31",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,5,41,0
"TYLEREIFERT","WR","23-364","2014-09-07","CIN",TRUE,"BAL","W 23-16",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,37,0
"VERNONDAVIS","WR","30-219","2014-09-07","SFO",TRUE,"DAL","W 28-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,44,2
"VICTORCRUZ","WR","27-301","2014-09-08","NYG",TRUE,"DET","L 14-35",1,"Mon",1,2014,1,NA,NA,NA,NA,NA,2,24,0
"VINCENTJACKSON","WR","31-236","2014-09-07","TAM",FALSE,"CAR","L 14-20",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,4,36,0
"VIRGILGREEN","WR","26-035","2014-09-07","DEN",FALSE,"IND","W 31-24",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,1,8,0
"ZACHERTZ","WR","23-301","2014-09-07","PHI",FALSE,"JAX","W 34-17",1,"Sun",1,2014,1,NA,NA,NA,NA,NA,3,77,1
"ZACHMILLER","WR","28-267","2014-09-04","SEA",FALSE,"GNB","W 36-16",1,"Thu",1,2014,1,NA,NA,NA,NA,NA,3,42,0
"ZACSTACY","RB","23-151","2014-09-07","STL",FALSE,"MIN","L 6-34",1,"Sun",1,2014,1,NA,NA,NA,43,0,1,8,0
"AARONDOBSON","WR","23-053","2014-09-14","NWE",TRUE,"MIN","W 30-7",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,1,13,0
"AARONRODGERS","QB","30-286","2014-09-14","GNB",FALSE,"NYJ","W 31-24",2,"Sun",2,2014,2,346,3,0,28,0,NA,NA,NA
"AHMADBRADSHAW","RB","28-180","2014-09-15","IND",FALSE,"PHI","L 27-30",2,"Mon",2,2014,2,NA,NA,NA,70,0,5,26,2
"AJJENKINS","WR","24-349","2014-09-14","KAN",TRUE,"DEN","L 17-24",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,3,16,0
"ALDRICKROBINSON","WR","25-355","2014-09-14","WAS",FALSE,"JAX","W 41-10",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,1,6,0
"ALEXSMITH","QB","30-130","2014-09-14","KAN",TRUE,"DEN","L 17-24",2,"Sun",2,2014,2,255,0,0,42,0,NA,NA,NA
"ALFREDBLUE","RB","23-140","2014-09-14","HOU",TRUE,"OAK","W 30-14",2,"Sun",2,2014,2,NA,NA,NA,40,0,NA,NA,NA
"ALFREDMORRIS","RB","25-276","2014-09-14","WAS",FALSE,"JAX","W 41-10",2,"Sun",2,2014,2,NA,NA,NA,85,2,NA,NA,NA
"ALLENHURNS","WR","22-306","2014-09-14","JAX",TRUE,"WAS","L 10-41",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,2,13,0
"ALLENROBINSON","WR","21-021","2014-09-14","JAX",TRUE,"WAS","L 10-41",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,4,75,0
"ALSHONJEFFERY","WR","24-207","2014-09-14","CHI",TRUE,"SFO","W 28-20",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,3,47,0
"ANDREELLINGTON","RB","25-223","2014-09-14","ARI",TRUE,"NYG","W 25-14",2,"Sun",2,2014,2,NA,NA,NA,91,0,1,10,0
"ANDREHOLMES","WR","26-090","2014-09-14","OAK",FALSE,"HOU","L 14-30",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,5,45,0
"ANDREJOHNSON","WR","33-065","2014-09-14","HOU",TRUE,"OAK","W 30-14",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,6,74,0
"ANDREROBERTS","RB","26-248","2014-09-14","WAS",FALSE,"JAX","W 41-10",2,"Sun",2,2014,2,NA,NA,NA,19,0,4,57,0
"ANDREWHAWKINS","WR","28-188","2014-09-14","CLE",FALSE,"NOR","W 26-24",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,6,70,0
"ANDREWILLIAMS","RB","22-017","2014-09-14","NYG",FALSE,"ARI","L 14-25",2,"Sun",2,2014,2,NA,NA,NA,12,0,2,7,0
"ANDREWLUCK","QB","25-003","2014-09-15","IND",FALSE,"PHI","L 27-30",2,"Mon",2,2014,2,172,3,1,20,0,NA,NA,NA
"ANDREWQUARLESS","WR","25-343","2014-09-14","GNB",FALSE,"NYJ","W 31-24",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,1,8,0
"ANDYDALTON","QB","26-320","2014-09-14","CIN",FALSE,"ATL","W 24-10",2,"Sun",2,2014,2,252,1,0,6,0,NA,NA,NA
"ANQUANBOLDIN","WR","33-346","2014-09-14","SFO",FALSE,"CHI","L 20-28",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,2,34,0
"ANTHONYDIXON","RB","26-355","2014-09-14","BUF",FALSE,"MIA","W 29-10",2,"Sun",2,2014,2,NA,NA,NA,3,0,NA,NA,NA
"ANTHONYFASANO","WR","30-147","2014-09-14","KAN",TRUE,"DEN","L 17-24",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,3,39,0
"ANTONESMITH","WR","28-362","2014-09-14","ATL",TRUE,"CIN","L 10-24",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,2,19,0
"ANTONIOBROWN","RB","26-063","2014-09-11","PIT",TRUE,"BAL","L 6-26",2,"Thu",2,2014,2,NA,NA,NA,10,0,7,90,0
"ANTONIOGATES","WR","34-088","2014-09-14","SDG",FALSE,"SEA","W 30-21",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,7,96,3
"ARIANFOSTER","RB","28-021","2014-09-14","HOU",TRUE,"OAK","W 30-14",2,"Sun",2,2014,2,NA,NA,NA,138,1,2,12,0
"AUSTINDAVIS","QB","25-104","2014-09-14","STL",TRUE,"TAM","W 19-17",2,"Sun",2,2014,2,235,0,0,0,0,NA,NA,NA
"AUSTINJOHNSON","RB","25-090","2014-09-14","NOR",TRUE,"CLE","L 24-26",2,"Sun",2,2014,2,NA,NA,NA,10,0,NA,NA,NA
"AUSTINPETTIS","WR","26-130","2014-09-14","STL",TRUE,"TAM","W 19-17",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,3,46,0
"BENNYCUNNINGHAM","RB","24-069","2014-09-14","STL",TRUE,"TAM","W 19-17",2,"Sun",2,2014,2,NA,NA,NA,15,0,1,4,0
"BENROETHLISBERGER","QB","32-193","2014-09-11","PIT",TRUE,"BAL","L 6-26",2,"Thu",2,2014,2,217,0,1,NA,NA,NA,NA,NA
"BENWATSON","WR","33-270","2014-09-14","NOR",TRUE,"CLE","L 24-26",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,1,4,0
"BERNARDPIERCE","RB","24-124","2014-09-11","BAL",FALSE,"PIT","W 26-6",2,"Thu",2,2014,2,NA,NA,NA,96,0,1,7,0
"BILALPOWELL","RB","25-322","2014-09-14","NYJ",TRUE,"GNB","L 24-31",2,"Sun",2,2014,2,NA,NA,NA,16,0,2,32,0
"BISHOPSANKEY","RB","21-364","2014-09-14","TEN",FALSE,"DAL","L 10-26",2,"Sun",2,2014,2,NA,NA,NA,3,0,NA,NA,NA
"BOBBYRAINEY","RB","26-333","2014-09-14","TAM",FALSE,"STL","L 17-19",2,"Sun",2,2014,2,NA,NA,NA,144,0,3,30,0
"BRANDINCOOKS","RB","20-354","2014-09-14","NOR",TRUE,"CLE","L 24-26",2,"Sun",2,2014,2,NA,NA,NA,31,0,3,17,0
"BRANDONBOLDEN","RB","24-231","2014-09-14","NWE",TRUE,"MIN","W 30-7",2,"Sun",2,2014,2,NA,NA,NA,0,0,NA,NA,NA
"BRANDONGIBSON","WR","27-032","2014-09-14","MIA",TRUE,"BUF","L 10-29",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,3,27,0
"BRANDONMARSHALL","WR","30-175","2014-09-14","CHI",TRUE,"SFO","W 28-20",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,5,48,3
"BRANDONMYERS","WR","29-010","2014-09-14","TAM",FALSE,"STL","L 17-19",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,2,33,0
"BRANDONTATE","WR","26-344","2014-09-14","CIN",FALSE,"ATL","W 24-10",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,1,50,0
"BRENTONBERSIN","WR","24-128","2014-09-14","CAR",FALSE,"DET","W 24-7",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,1,8,0
"BRIANHARTLINE","WR","27-296","2014-09-14","MIA",TRUE,"BUF","L 10-29",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,5,36,0
"BRIANHOYER","QB","28-336","2014-09-14","CLE",FALSE,"NOR","W 26-24",2,"Sun",2,2014,2,204,1,0,NA,NA,NA,NA,NA
"BRIANQUICK","WR","25-101","2014-09-14","STL",TRUE,"TAM","W 19-17",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,7,74,0
"BRICEBUTLER","WR","24-228","2014-09-14","OAK",FALSE,"HOU","L 14-30",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,1,-2,0
"BRUCEMILLER","RB","27-039","2014-09-14","SFO",FALSE,"CHI","L 20-28",2,"Sun",2,2014,2,NA,NA,NA,0,0,NA,NA,NA
"BRYANWALTERS","WR","26-314","2014-09-14","SEA",TRUE,"SDG","L 21-30",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,2,17,0
"CALVINJOHNSON","WR","28-350","2014-09-14","DET",TRUE,"CAR","L 7-24",2,"Sun",2,2014,2,NA,NA,NA,NA,NA,6,83,0
